_Annual_J-D_2017_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
 153  25  125.00  -41.00        0.3069
 154  25  127.00  -41.00        0.3738
 155  25  129.00  -41.00        0.4593
 156  25  131.00  -41.00        0.5448
 157  25  133.00  -41.00        0.7028
 158  25  135.00  -41.00        0.7878
 159  25  137.00  -41.00        0.8728
 160  25  139.00  -41.00        0.9551
 161  25  141.00  -41.00        0.9865
 162  25  143.00  -41.00        1.0178
 163  25  145.00  -41.00        1.1652
 164  25  147.00  -41.00        1.1731
 165  25  149.00  -41.00        1.1811
 166  25  151.00  -41.00        1.2220
 167  25  153.00  -41.00        1.1963
 168  25  155.00  -41.00        1.1707
 169  25  157.00  -41.00        1.0836
 170  25  159.00  -41.00        1.0343
 171  25  161.00  -41.00        0.9850
 172  25  163.00  -41.00        0.9091
 173  25  165.00  -41.00        0.8416
 174  25  167.00  -41.00        0.7741
 175  25  169.00  -41.00        0.6547
 176  25  171.00  -41.00        0.7304
 177  25  173.00  -41.00        0.8060
 178  25  175.00  -41.00        0.8240
 179  25  177.00  -41.00        0.7237
 180  25  179.00  -41.00        0.6235
   1  26 -179.00  -39.00        0.7791
   2  26 -177.00  -39.00        0.8058
   3  26 -175.00  -39.00        0.8325
   4  26 -173.00  -39.00        0.8484
   5  26 -171.00  -39.00        0.8745
   6  26 -169.00  -39.00        0.9006
   7  26 -167.00  -39.00        0.9671
   8  26 -165.00  -39.00        1.0242
   9  26 -163.00  -39.00        1.0814
  10  26 -161.00  -39.00        1.1312
  11  26 -159.00  -39.00        1.1420
  12  26 -157.00  -39.00        1.1527
  13  26 -155.00  -39.00        1.1486
  14  26 -153.00  -39.00        1.1166
  15  26 -151.00  -39.00        1.0845
  16  26 -149.00  -39.00        0.9976
  17  26 -147.00  -39.00        0.9568
  18  26 -145.00  -39.00        0.9159
  19  26 -143.00  -39.00        0.8950
  20  26 -141.00  -39.00        0.8684
  21  26 -139.00  -39.00        0.8418
  22  26 -137.00  -39.00        0.7426
  23  26 -135.00  -39.00        0.6792
  24  26 -133.00  -39.00        0.6158
  25  26 -131.00  -39.00        0.5509
  26  26 -129.00  -39.00        0.5153
  27  26 -127.00  -39.00        0.4797
  28  26 -125.00  -39.00        0.4416
  29  26 -123.00  -39.00        0.4072
  30  26 -121.00  -39.00        0.3729
  31  26 -119.00  -39.00        0.3210
  32  26 -117.00  -39.00        0.3556
  33  26 -115.00  -39.00        0.3902
  34  26 -113.00  -39.00        0.4794
  35  26 -111.00  -39.00        0.5246
  36  26 -109.00  -39.00        0.5698
  37  26 -107.00  -39.00        0.5695
  38  26 -105.00  -39.00        0.5640
  39  26 -103.00  -39.00        0.5584
  40  26 -101.00  -39.00        0.5696
  41  26  -99.00  -39.00        0.5741
  42  26  -97.00  -39.00        0.5786
  43  26  -95.00  -39.00        0.5767
  44  26  -93.00  -39.00        0.5436
  45  26  -91.00  -39.00        0.5105
  46  26  -89.00  -39.00        0.4458
  47  26  -87.00  -39.00        0.5358
  48  26  -85.00  -39.00        0.6258
  49  26  -83.00  -39.00        0.8168
  50  26  -81.00  -39.00        0.8244
  51  26  -79.00  -39.00        0.8320
  52  26  -77.00  -39.00        0.7804
  53  26  -75.00  -39.00        0.8487
  54  26  -73.00  -39.00        0.9169
  55  26  -71.00  -39.00        0.9441
  56  26  -69.00  -39.00        0.9567
  57  26  -67.00  -39.00        0.9693
  58  26  -65.00  -39.00        0.9861
  59  26  -63.00  -39.00        1.0100
  60  26  -61.00  -39.00        1.0339
  61  26  -59.00  -39.00        1.0846
  62  26  -57.00  -39.00        1.4274
  63  26  -55.00  -39.00        1.7701
  64  26  -53.00  -39.00        1.7517
  65  26  -51.00  -39.00        1.6329
  66  26  -49.00  -39.00        1.5140
  67  26  -47.00  -39.00        1.3261
  68  26  -45.00  -39.00        1.2592
  69  26  -43.00  -39.00        1.1922
  70  26  -41.00  -39.00        1.0947
  71  26  -39.00  -39.00        0.9909
  72  26  -37.00  -39.00        0.8872
  73  26  -35.00  -39.00        0.7165
  74  26  -33.00  -39.00        0.6761
  75  26  -31.00  -39.00        0.6358
  76  26  -29.00  -39.00        0.6215
  77  26  -27.00  -39.00        0.6368
  78  26  -25.00  -39.00        0.6521
  79  26  -23.00  -39.00        0.6759
  80  26  -21.00  -39.00        0.6640
  81  26  -19.00  -39.00        0.6521
  82  26  -17.00  -39.00        0.6487
  83  26  -15.00  -39.00        0.6688
  84  26  -13.00  -39.00        0.6890
  85  26  -11.00  -39.00        0.6657
  86  26   -9.00  -39.00        0.5793
  87  26   -7.00  -39.00        0.4928
  88  26   -5.00  -39.00        0.2860
  89  26   -3.00  -39.00        0.1941
  90  26   -1.00  -39.00        0.1023
  91  26    1.00  -39.00       -0.0033
  92  26    3.00  -39.00       -0.0361
  93  26    5.00  -39.00       -0.0689
  94  26    7.00  -39.00        0.0012
  95  26    9.00  -39.00        0.1256
  96  26   11.00  -39.00        0.2499
  97  26   13.00  -39.00        0.4032
  98  26   15.00  -39.00        0.4176
  99  26   17.00  -39.00        0.4319
 100  26   19.00  -39.00        0.4681
 101  26   21.00  -39.00        0.4953
 102  26   23.00  -39.00        0.5224
 103  26   25.00  -39.00        0.4318
 104  26   27.00  -39.00        0.3679
 105  26   29.00  -39.00        0.3041
 106  26   31.00  -39.00        0.2416
 107  26   33.00  -39.00        0.2083
 108  26   35.00  -39.00        0.1751
 109  26   37.00  -39.00        0.1183
 110  26   39.00  -39.00        0.0944
 111  26   41.00  -39.00        0.0705
 112  26   43.00  -39.00        0.1053
 113  26   45.00  -39.00        0.1831
 114  26   47.00  -39.00        0.2609
 115  26   49.00  -39.00        0.3506
 116  26   51.00  -39.00        0.3678
 117  26   53.00  -39.00        0.3850
 118  26   55.00  -39.00        0.4317
 119  26   57.00  -39.00        0.4628
 120  26   59.00  -39.00        0.4938
 121  26   61.00  -39.00        0.5422
 122  26   63.00  -39.00        0.5984
 123  26   65.00  -39.00        0.6545
 124  26   67.00  -39.00        0.7546
 125  26   69.00  -39.00        0.7839
 126  26   71.00  -39.00        0.8132
 127  26   73.00  -39.00        0.8569
 128  26   75.00  -39.00        0.9114
 129  26   77.00  -39.00        0.9659
 130  26   79.00  -39.00        1.0590
 131  26   81.00  -39.00        1.0790
 132  26   83.00  -39.00        1.0991
 133  26   85.00  -39.00        1.0669
 134  26   87.00  -39.00        1.0298
 135  26   89.00  -39.00        0.9927
 136  26   91.00  -39.00        0.9272
 137  26   93.00  -39.00        0.8785
 138  26   95.00  -39.00        0.8298
 139  26   97.00  -39.00        0.6898
 140  26   99.00  -39.00        0.6016
 141  26  101.00  -39.00        0.5134
 142  26  103.00  -39.00        0.3700
 143  26  105.00  -39.00        0.2660
 144  26  107.00  -39.00        0.1621
 145  26  109.00  -39.00        0.0410
 146  26  111.00  -39.00        0.0223
 147  26  113.00  -39.00        0.0035
 148  26  115.00  -39.00        0.0050
 149  26  117.00  -39.00        0.0474
 150  26  119.00  -39.00        0.0897
 151  26  121.00  -39.00        0.1893
 152  26  123.00  -39.00        0.2337
 153  26  125.00  -39.00        0.2782
 154  26  127.00  -39.00        0.3372
 155  26  129.00  -39.00        0.4169
 156  26  131.00  -39.00        0.4967
 157  26  133.00  -39.00        0.6642
 158  26  135.00  -39.00        0.7673
 159  26  137.00  -39.00        0.8705
 160  26  139.00  -39.00        0.9758
 161  26  141.00  -39.00        1.0708
 162  26  143.00  -39.00        1.1657
 163  26  145.00  -39.00        1.2060
 164  26  147.00  -39.00        1.2443
 165  26  149.00  -39.00        1.2825
 166  26  151.00  -39.00        1.3824
 167  26  153.00  -39.00        1.3412
 168  26  155.00  -39.00        1.2999
 169  26  157.00  -39.00        1.1497
 170  26  159.00  -39.00        1.0958
 171  26  161.00  -39.00        1.0420
 172  26  163.00  -39.00        0.9859
 173  26  165.00  -39.00        0.9245
 174  26  167.00  -39.00        0.8632
 175  26  169.00  -39.00        0.7443
 176  26  171.00  -39.00        0.7182
 177  26  173.00  -39.00        0.6922
 178  26  175.00  -39.00        0.8265
 179  26  177.00  -39.00        0.8279
 180  26  179.00  -39.00        0.8294
   1  27 -179.00  -37.00        0.8360
   2  27 -177.00  -37.00        0.8589
   3  27 -175.00  -37.00        0.8818
   4  27 -173.00  -37.00        0.8847
   5  27 -171.00  -37.00        0.8995
   6  27 -169.00  -37.00        0.9143
   7  27 -167.00  -37.00        0.9730
   8  27 -165.00  -37.00        1.0266
   9  27 -163.00  -37.00        1.0801
  10  27 -161.00  -37.00        1.1235
  11  27 -159.00  -37.00        1.1329
  12  27 -157.00  -37.00        1.1422
  13  27 -155.00  -37.00        1.1353
  14  27 -153.00  -37.00        1.0997
  15  27 -151.00  -37.00        1.0641
  16  27 -149.00  -37.00        0.9716
  17  27 -147.00  -37.00        0.9254
  18  27 -145.00  -37.00        0.8792
  19  27 -143.00  -37.00        0.8550
  20  27 -141.00  -37.00        0.8310
  21  27 -139.00  -37.00        0.8070
  22  27 -137.00  -37.00        0.7279
  23  27 -135.00  -37.00        0.6715
  24  27 -133.00  -37.00        0.6151
  25  27 -131.00  -37.00        0.5467
  26  27 -129.00  -37.00        0.5031
  27  27 -127.00  -37.00        0.4596
  28  27 -125.00  -37.00        0.4211
  29  27 -123.00  -37.00        0.3932
  30  27 -121.00  -37.00        0.3653
  31  27 -119.00  -37.00        0.3434
  32  27 -117.00  -37.00        0.3813
  33  27 -115.00  -37.00        0.4193
  34  27 -113.00  -37.00        0.4992
  35  27 -111.00  -37.00        0.5520
  36  27 -109.00  -37.00        0.6048
  37  27 -107.00  -37.00        0.6244
  38  27 -105.00  -37.00        0.6231
  39  27 -103.00  -37.00        0.6218
  40  27 -101.00  -37.00        0.6053
  41  27  -99.00  -37.00        0.5912
  42  27  -97.00  -37.00        0.5770
  43  27  -95.00  -37.00        0.5400
  44  27  -93.00  -37.00        0.4966
  45  27  -91.00  -37.00        0.4531
  46  27  -89.00  -37.00        0.4061
  47  27  -87.00  -37.00        0.5059
  48  27  -85.00  -37.00        0.6058
  49  27  -83.00  -37.00        0.7650
  50  27  -81.00  -37.00        0.7731
  51  27  -79.00  -37.00        0.7811
  52  27  -77.00  -37.00        0.7416
  53  27  -75.00  -37.00        0.8416
  54  27  -73.00  -37.00        0.9415
  55  27  -71.00  -37.00        0.9687
  56  27  -69.00  -37.00        0.9781
  57  27  -67.00  -37.00        0.9876
  58  27  -65.00  -37.00        1.0083
  59  27  -63.00  -37.00        1.0202
  60  27  -61.00  -37.00        1.0321
  61  27  -59.00  -37.00        1.0680
  62  27  -57.00  -37.00        1.4861
  63  27  -55.00  -37.00        1.9042
  64  27  -53.00  -37.00        1.8247
  65  27  -51.00  -37.00        1.6703
  66  27  -49.00  -37.00        1.5160
  67  27  -47.00  -37.00        1.3087
  68  27  -45.00  -37.00        1.2353
  69  27  -43.00  -37.00        1.1619
  70  27  -41.00  -37.00        1.0738
  71  27  -39.00  -37.00        0.9881
  72  27  -37.00  -37.00        0.9025
  73  27  -35.00  -37.00        0.7476
  74  27  -33.00  -37.00        0.7224
  75  27  -31.00  -37.00        0.6971
  76  27  -29.00  -37.00        0.7294
  77  27  -27.00  -37.00        0.7629
  78  27  -25.00  -37.00        0.7965
  79  27  -23.00  -37.00        0.8254
  80  27  -21.00  -37.00        0.8231
  81  27  -19.00  -37.00        0.8208
  82  27  -17.00  -37.00        0.8479
  83  27  -15.00  -37.00        0.8690
  84  27  -13.00  -37.00        0.8901
  85  27  -11.00  -37.00        0.8381
  86  27   -9.00  -37.00        0.7305
  87  27   -7.00  -37.00        0.6228
  88  27   -5.00  -37.00        0.3999
  89  27   -3.00  -37.00        0.3088
  90  27   -1.00  -37.00        0.2177
  91  27    1.00  -37.00        0.1274
  92  27    3.00  -37.00        0.0922
  93  27    5.00  -37.00        0.0570
  94  27    7.00  -37.00        0.1177
  95  27    9.00  -37.00        0.2370
  96  27   11.00  -37.00        0.3564
  97  27   13.00  -37.00        0.5184
  98  27   15.00  -37.00        0.5412
  99  27   17.00  -37.00        0.5640
 100  27   19.00  -37.00        0.5728
 101  27   21.00  -37.00        0.5940
 102  27   23.00  -37.00        0.6151
 103  27   25.00  -37.00        0.5425
 104  27   27.00  -37.00        0.4865
 105  27   29.00  -37.00        0.4305
 106  27   31.00  -37.00        0.3827
 107  27   33.00  -37.00        0.3523
 108  27   35.00  -37.00        0.3218
 109  27   37.00  -37.00        0.2577
 110  27   39.00  -37.00        0.2373
 111  27   41.00  -37.00        0.2169
 112  27   43.00  -37.00        0.2549
 113  27   45.00  -37.00        0.3306
 114  27   47.00  -37.00        0.4063
 115  27   49.00  -37.00        0.5118
 116  27   51.00  -37.00        0.5384
 117  27   53.00  -37.00        0.5650
 118  27   55.00  -37.00        0.5968
 119  27   57.00  -37.00        0.6361
 120  27   59.00  -37.00        0.6754
 121  27   61.00  -37.00        0.7519
 122  27   63.00  -37.00        0.8138
 123  27   65.00  -37.00        0.8756
 124  27   67.00  -37.00        0.9547
 125  27   69.00  -37.00        0.9838
 126  27   71.00  -37.00        1.0129
 127  27   73.00  -37.00        1.0531
 128  27   75.00  -37.00        1.1021
 129  27   77.00  -37.00        1.1510
 130  27   79.00  -37.00        1.2337
 131  27   81.00  -37.00        1.2348
 132  27   83.00  -37.00        1.2358
 133  27   85.00  -37.00        1.1937
 134  27   87.00  -37.00        1.1600
 135  27   89.00  -37.00        1.1263
 136  27   91.00  -37.00        1.0518
 137  27   93.00  -37.00        0.9723
 138  27   95.00  -37.00        0.8929
 139  27   97.00  -37.00        0.7062
 140  27   99.00  -37.00        0.6147
 141  27  101.00  -37.00        0.5232
 142  27  103.00  -37.00        0.3738
 143  27  105.00  -37.00        0.2580
 144  27  107.00  -37.00        0.1421
 145  27  109.00  -37.00        0.0064
 146  27  111.00  -37.00       -0.0226
 147  27  113.00  -37.00       -0.0517
 148  27  115.00  -37.00       -0.0538
 149  27  117.00  -37.00       -0.0107
 150  27  119.00  -37.00        0.0325
 151  27  121.00  -37.00        0.1432
 152  27  123.00  -37.00        0.2019
 153  27  125.00  -37.00        0.2605
 154  27  127.00  -37.00        0.3247
 155  27  129.00  -37.00        0.3974
 156  27  131.00  -37.00        0.4702
 157  27  133.00  -37.00        0.6421
 158  27  135.00  -37.00        0.8662
 159  27  137.00  -37.00        1.0902
 160  27  139.00  -37.00        1.1490
 161  27  141.00  -37.00        1.1837
 162  27  143.00  -37.00        1.2184
 163  27  145.00  -37.00        1.2510
 164  27  147.00  -37.00        1.2721
 165  27  149.00  -37.00        1.2933
 166  27  151.00  -37.00        1.4753
 167  27  153.00  -37.00        1.4087
 168  27  155.00  -37.00        1.3421
 169  27  157.00  -37.00        1.1434
 170  27  159.00  -37.00        1.0893
 171  27  161.00  -37.00        1.0352
 172  27  163.00  -37.00        0.9979
 173  27  165.00  -37.00        0.9513
 174  27  167.00  -37.00        0.9047
 175  27  169.00  -37.00        0.8171
 176  27  171.00  -37.00        0.7879
 177  27  173.00  -37.00        0.7586
 178  27  175.00  -37.00        0.8469
 179  27  177.00  -37.00        0.8327
 180  27  179.00  -37.00        0.8185
   1  28 -179.00  -35.00        0.8651
   2  28 -177.00  -35.00        0.8845
   3  28 -175.00  -35.00        0.9039
   4  28 -173.00  -35.00        0.9026
   5  28 -171.00  -35.00        0.9051
   6  28 -169.00  -35.00        0.9077
   7  28 -167.00  -35.00        0.9436
   8  28 -165.00  -35.00        0.9897
   9  28 -163.00  -35.00        1.0359
  10  28 -161.00  -35.00        1.0812
  11  28 -159.00  -35.00        1.0916
  12  28 -157.00  -35.00        1.1020
  13  28 -155.00  -35.00        1.0804
  14  28 -153.00  -35.00        1.0373
  15  28 -151.00  -35.00        0.9942
  16  28 -149.00  -35.00        0.8958
  17  28 -147.00  -35.00        0.8483
  18  28 -145.00  -35.00        0.8009
  19  28 -143.00  -35.00        0.7793
  20  28 -141.00  -35.00        0.7630
  21  28 -139.00  -35.00        0.7467
  22  28 -137.00  -35.00        0.7009
  23  28 -135.00  -35.00        0.6537
  24  28 -133.00  -35.00        0.6066
  25  28 -131.00  -35.00        0.5253
  26  28 -129.00  -35.00        0.4786
  27  28 -127.00  -35.00        0.4318
  28  28 -125.00  -35.00        0.3991
  29  28 -123.00  -35.00        0.3892
  30  28 -121.00  -35.00        0.3792
  31  28 -119.00  -35.00        0.4140
  32  28 -117.00  -35.00        0.4576
  33  28 -115.00  -35.00        0.5013
  34  28 -113.00  -35.00        0.5747
  35  28 -111.00  -35.00        0.6110
  36  28 -109.00  -35.00        0.6473
  37  28 -107.00  -35.00        0.6498
  38  28 -105.00  -35.00        0.6219
  39  28 -103.00  -35.00        0.5939
  40  28 -101.00  -35.00        0.5471
  41  28  -99.00  -35.00        0.5177
  42  28  -97.00  -35.00        0.4883
  43  28  -95.00  -35.00        0.4259
  44  28  -93.00  -35.00        0.3881
  45  28  -91.00  -35.00        0.3504
  46  28  -89.00  -35.00        0.3483
  47  28  -87.00  -35.00        0.4468
  48  28  -85.00  -35.00        0.5454
  49  28  -83.00  -35.00        0.6796
  50  28  -81.00  -35.00        0.7525
  51  28  -79.00  -35.00        0.8253
  52  28  -77.00  -35.00        0.6806
  53  28  -75.00  -35.00        0.7008
  54  28  -73.00  -35.00        0.7210
  55  28  -71.00  -35.00        0.9885
  56  28  -69.00  -35.00        0.9948
  57  28  -67.00  -35.00        1.0011
  58  28  -65.00  -35.00        1.0228
  59  28  -63.00  -35.00        1.0392
  60  28  -61.00  -35.00        1.0556
  61  28  -59.00  -35.00        1.0912
  62  28  -57.00  -35.00        1.2242
  63  28  -55.00  -35.00        1.3573
  64  28  -53.00  -35.00        1.8556
  65  28  -51.00  -35.00        1.6785
  66  28  -49.00  -35.00        1.5013
  67  28  -47.00  -35.00        1.2760
  68  28  -45.00  -35.00        1.2050
  69  28  -43.00  -35.00        1.1339
  70  28  -41.00  -35.00        1.0379
  71  28  -39.00  -35.00        0.9598
  72  28  -37.00  -35.00        0.8818
  73  28  -35.00  -35.00        0.7570
  74  28  -33.00  -35.00        0.7475
  75  28  -31.00  -35.00        0.7379
  76  28  -29.00  -35.00        0.8007
  77  28  -27.00  -35.00        0.8377
  78  28  -25.00  -35.00        0.8748
  79  28  -23.00  -35.00        0.8990
  80  28  -21.00  -35.00        0.9116
  81  28  -19.00  -35.00        0.9243
  82  28  -17.00  -35.00        0.9921
  83  28  -15.00  -35.00        1.0206
  84  28  -13.00  -35.00        1.0491
  85  28  -11.00  -35.00        0.9610
  86  28   -9.00  -35.00        0.8367
  87  28   -7.00  -35.00        0.7124
  88  28   -5.00  -35.00        0.4763
  89  28   -3.00  -35.00        0.3896
  90  28   -1.00  -35.00        0.3028
  91  28    1.00  -35.00        0.2354
  92  28    3.00  -35.00        0.2102
  93  28    5.00  -35.00        0.1849
  94  28    7.00  -35.00        0.2296
  95  28    9.00  -35.00        0.3200
  96  28   11.00  -35.00        0.4104
  97  28   13.00  -35.00        0.5637
  98  28   15.00  -35.00        0.5950
  99  28   17.00  -35.00        0.6263
 100  28   19.00  -35.00        0.8120
 101  28   21.00  -35.00        0.8081
 102  28   23.00  -35.00        0.8041
 103  28   25.00  -35.00        0.7730
 104  28   27.00  -35.00        0.6511
 105  28   29.00  -35.00        0.5292
 106  28   31.00  -35.00        0.4988
 107  28   33.00  -35.00        0.4719
 108  28   35.00  -35.00        0.4450
 109  28   37.00  -35.00        0.3739
 110  28   39.00  -35.00        0.3541
 111  28   41.00  -35.00        0.3343
 112  28   43.00  -35.00        0.3806
 113  28   45.00  -35.00        0.4543
 114  28   47.00  -35.00        0.5279
 115  28   49.00  -35.00        0.6436
 116  28   51.00  -35.00        0.6871
 117  28   53.00  -35.00        0.7306
 118  28   55.00  -35.00        0.7691
 119  28   57.00  -35.00        0.8176
 120  28   59.00  -35.00        0.8661
 121  28   61.00  -35.00        0.9683
 122  28   63.00  -35.00        1.0372
 123  28   65.00  -35.00        1.1061
 124  28   67.00  -35.00        1.1843
 125  28   69.00  -35.00        1.2191
 126  28   71.00  -35.00        1.2539
 127  28   73.00  -35.00        1.2873
 128  28   75.00  -35.00        1.3199
 129  28   77.00  -35.00        1.3525
 130  28   79.00  -35.00        1.3964
 131  28   81.00  -35.00        1.3748
 132  28   83.00  -35.00        1.3532
 133  28   85.00  -35.00        1.3096
 134  28   87.00  -35.00        1.2828
 135  28   89.00  -35.00        1.2561
 136  28   91.00  -35.00        1.1684
 137  28   93.00  -35.00        1.0608
 138  28   95.00  -35.00        0.9532
 139  28   97.00  -35.00        0.7423
 140  28   99.00  -35.00        0.6510
 141  28  101.00  -35.00        0.5596
 142  28  103.00  -35.00        0.4017
 143  28  105.00  -35.00        0.2846
 144  28  107.00  -35.00        0.1676
 145  28  109.00  -35.00        0.0327
 146  28  111.00  -35.00       -0.0056
 147  28  113.00  -35.00       -0.0440
 148  28  115.00  -35.00        0.3380
 149  28  117.00  -35.00        0.3625
 150  28  119.00  -35.00        0.3871
 151  28  121.00  -35.00        0.4542
 152  28  123.00  -35.00        0.3637
 153  28  125.00  -35.00        0.2731
 154  28  127.00  -35.00        0.3657
 155  28  129.00  -35.00        0.4374
 156  28  131.00  -35.00        0.5091
 157  28  133.00  -35.00        0.6723
 158  28  135.00  -35.00        0.9159
 159  28  137.00  -35.00        1.1595
 160  28  139.00  -35.00        1.2193
 161  28  141.00  -35.00        1.2432
 162  28  143.00  -35.00        1.2670
 163  28  145.00  -35.00        1.3044
 164  28  147.00  -35.00        1.3225
 165  28  149.00  -35.00        1.3406
 166  28  151.00  -35.00        1.4177
 167  28  153.00  -35.00        1.3709
 168  28  155.00  -35.00        1.3241
 169  28  157.00  -35.00        1.1187
 170  28  159.00  -35.00        1.0661
 171  28  161.00  -35.00        1.0136
 172  28  163.00  -35.00        0.9859
 173  28  165.00  -35.00        0.9514
 174  28  167.00  -35.00        0.9169
 175  28  169.00  -35.00        0.8459
 176  28  171.00  -35.00        0.8246
 177  28  173.00  -35.00        0.8033
 178  28  175.00  -35.00        0.8175
 179  28  177.00  -35.00        0.8199
 180  28  179.00  -35.00        0.8223
   1  29 -179.00  -33.00        0.8660
   2  29 -177.00  -33.00        0.8820
   3  29 -175.00  -33.00        0.8980
   4  29 -173.00  -33.00        0.8914
   5  29 -171.00  -33.00        0.8822
   6  29 -169.00  -33.00        0.8730
   7  29 -167.00  -33.00        0.8835
   8  29 -165.00  -33.00        0.9211
   9  29 -163.00  -33.00        0.9587
  10  29 -161.00  -33.00        1.0096
  11  29 -159.00  -33.00        1.0234
  12  29 -157.00  -33.00        1.0373
  13  29 -155.00  -33.00        1.0030
  14  29 -153.00  -33.00        0.9555
  15  29 -151.00  -33.00        0.9080
  16  29 -149.00  -33.00        0.8069
  17  29 -147.00  -33.00        0.7644
  18  29 -145.00  -33.00        0.7218
  19  29 -143.00  -33.00        0.7042
  20  29 -141.00  -33.00        0.6990
  21  29 -139.00  -33.00        0.6937
  22  29 -137.00  -33.00        0.6789
  23  29 -135.00  -33.00        0.6449
  24  29 -133.00  -33.00        0.6109
  25  29 -131.00  -33.00        0.5385
  26  29 -129.00  -33.00        0.4962
  27  29 -127.00  -33.00        0.4540
  28  29 -125.00  -33.00        0.4285
  29  29 -123.00  -33.00        0.4446
  30  29 -121.00  -33.00        0.4608
  31  29 -119.00  -33.00        0.5441
  32  29 -117.00  -33.00        0.5831
  33  29 -115.00  -33.00        0.6221
  34  29 -113.00  -33.00        0.6484
  35  29 -111.00  -33.00        0.6524
  36  29 -109.00  -33.00        0.6565
  37  29 -107.00  -33.00        0.6261
  38  29 -105.00  -33.00        0.5702
  39  29 -103.00  -33.00        0.5144
  40  29 -101.00  -33.00        0.4488
  41  29  -99.00  -33.00        0.4159
  42  29  -97.00  -33.00        0.3829
  43  29  -95.00  -33.00        0.3126
  44  29  -93.00  -33.00        0.2840
  45  29  -91.00  -33.00        0.2555
  46  29  -89.00  -33.00        0.2770
  47  29  -87.00  -33.00        0.3716
  48  29  -85.00  -33.00        0.4661
  49  29  -83.00  -33.00        0.5922
  50  29  -81.00  -33.00        0.6313
  51  29  -79.00  -33.00        0.6704
  52  29  -77.00  -33.00        0.6288
  53  29  -75.00  -33.00        0.6336
  54  29  -73.00  -33.00        0.6384
  55  29  -71.00  -33.00        1.0004
  56  29  -69.00  -33.00        1.0067
  57  29  -67.00  -33.00        1.0130
  58  29  -65.00  -33.00        1.0372
  59  29  -63.00  -33.00        1.0561
  60  29  -61.00  -33.00        1.0751
  61  29  -59.00  -33.00        1.1117
  62  29  -57.00  -33.00        1.1333
  63  29  -55.00  -33.00        1.1549
  64  29  -53.00  -33.00        1.7770
  65  29  -51.00  -33.00        1.6073
  66  29  -49.00  -33.00        1.4376
  67  29  -47.00  -33.00        1.2111
  68  29  -45.00  -33.00        1.1423
  69  29  -43.00  -33.00        1.0735
  70  29  -41.00  -33.00        0.9535
  71  29  -39.00  -33.00        0.8706
  72  29  -37.00  -33.00        0.7877
  73  29  -35.00  -33.00        0.6976
  74  29  -33.00  -33.00        0.7011
  75  29  -31.00  -33.00        0.7046
  76  29  -29.00  -33.00        0.7864
  77  29  -27.00  -33.00        0.8248
  78  29  -25.00  -33.00        0.8632
  79  29  -23.00  -33.00        0.8953
  80  29  -21.00  -33.00        0.9279
  81  29  -19.00  -33.00        0.9604
  82  29  -17.00  -33.00        1.0377
  83  29  -15.00  -33.00        1.0614
  84  29  -13.00  -33.00        1.0851
  85  29  -11.00  -33.00        0.9901
  86  29   -9.00  -33.00        0.8675
  87  29   -7.00  -33.00        0.7450
  88  29   -5.00  -33.00        0.5260
  89  29   -3.00  -33.00        0.4546
  90  29   -1.00  -33.00        0.3833
  91  29    1.00  -33.00        0.3414
  92  29    3.00  -33.00        0.3275
  93  29    5.00  -33.00        0.3137
  94  29    7.00  -33.00        0.3357
  95  29    9.00  -33.00        0.3882
  96  29   11.00  -33.00        0.4406
  97  29   13.00  -33.00        0.5602
  98  29   15.00  -33.00        0.5936
  99  29   17.00  -33.00        0.6270
 100  29   19.00  -33.00        0.8866
 101  29   21.00  -33.00        0.8826
 102  29   23.00  -33.00        0.8786
 103  29   25.00  -33.00        0.8570
 104  29   27.00  -33.00        0.7987
 105  29   29.00  -33.00        0.7404
 106  29   31.00  -33.00        0.5823
 107  29   33.00  -33.00        0.5683
 108  29   35.00  -33.00        0.5544
 109  29   37.00  -33.00        0.4870
 110  29   39.00  -33.00        0.4671
 111  29   41.00  -33.00        0.4471
 112  29   43.00  -33.00        0.5025
 113  29   45.00  -33.00        0.5755
 114  29   47.00  -33.00        0.6485
 115  29   49.00  -33.00        0.7666
 116  29   51.00  -33.00        0.8222
 117  29   53.00  -33.00        0.8778
 118  29   55.00  -33.00        0.9307
 119  29   57.00  -33.00        0.9809
 120  29   59.00  -33.00        1.0311
 121  29   61.00  -33.00        1.1492
 122  29   63.00  -33.00        1.2299
 123  29   65.00  -33.00        1.3106
 124  29   67.00  -33.00        1.4054
 125  29   69.00  -33.00        1.4435
 126  29   71.00  -33.00        1.4816
 127  29   73.00  -33.00        1.5032
 128  29   75.00  -33.00        1.5141
 129  29   77.00  -33.00        1.5250
 130  29   79.00  -33.00        1.5194
 131  29   81.00  -33.00        1.4833
 132  29   83.00  -33.00        1.4471
 133  29   85.00  -33.00        1.4029
 134  29   87.00  -33.00        1.3740
 135  29   89.00  -33.00        1.3452
 136  29   91.00  -33.00        1.2386
 137  29   93.00  -33.00        1.1136
 138  29   95.00  -33.00        0.9886
 139  29   97.00  -33.00        0.7800
 140  29   99.00  -33.00        0.6930
 141  29  101.00  -33.00        0.6060
 142  29  103.00  -33.00        0.4359
 143  29  105.00  -33.00        0.3254
 144  29  107.00  -33.00        0.2149
 145  29  109.00  -33.00        0.0933
 146  29  111.00  -33.00        0.0508
 147  29  113.00  -33.00        0.0084
