_Annual_J-D_1988_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 105  66   29.00   41.00       -0.1036
 106  66   31.00   41.00       -0.1765
 107  66   33.00   41.00       -0.2094
 108  66   35.00   41.00       -0.2423
 109  66   37.00   41.00       -0.3056
 110  66   39.00   41.00       -0.3373
 111  66   41.00   41.00       -0.3691
 112  66   43.00   41.00       -0.4162
 113  66   45.00   41.00       -0.4153
 114  66   47.00   41.00       -0.4144
 115  66   49.00   41.00       -0.3241
 116  66   51.00   41.00       -0.1672
 117  66   53.00   41.00       -0.0102
 118  66   55.00   41.00        0.5508
 119  66   57.00   41.00        0.7771
 120  66   59.00   41.00        1.0034
 121  66   61.00   41.00        1.1335
 122  66   63.00   41.00        1.1549
 123  66   65.00   41.00        1.1762
 124  66   67.00   41.00        1.1267
 125  66   69.00   41.00        1.0723
 126  66   71.00   41.00        1.0180
 127  66   73.00   41.00        0.8553
 128  66   75.00   41.00        0.7743
 129  66   77.00   41.00        0.6933
 130  66   79.00   41.00        0.5617
 131  66   81.00   41.00        0.5147
 132  66   83.00   41.00        0.4678
 133  66   85.00   41.00        0.4291
 134  66   87.00   41.00        0.4314
 135  66   89.00   41.00        0.4336
 136  66   91.00   41.00        0.4526
 137  66   93.00   41.00        0.4583
 138  66   95.00   41.00        0.4641
 139  66   97.00   41.00        0.4537
 140  66   99.00   41.00        0.4311
 141  66  101.00   41.00        0.4085
 142  66  103.00   41.00        0.3600
 143  66  105.00   41.00        0.3528
 144  66  107.00   41.00        0.3456
 145  66  109.00   41.00        0.3625
 146  66  111.00   41.00        0.3854
 147  66  113.00   41.00        0.4083
 148  66  115.00   41.00        0.4717
 149  66  117.00   41.00        0.4924
 150  66  119.00   41.00        0.5130
 151  66  121.00   41.00        0.5312
 152  66  123.00   41.00        0.5138
 153  66  125.00   41.00        0.4964
 154  66  127.00   41.00        0.3679
 155  66  129.00   41.00        0.4206
 156  66  131.00   41.00        0.4732
 157  66  133.00   41.00        0.1152
 158  66  135.00   41.00       -0.1245
 159  66  137.00   41.00       -0.3643
 160  66  139.00   41.00       -0.2097
 161  66  141.00   41.00       -0.2371
 162  66  143.00   41.00       -0.2645
 163  66  145.00   41.00       -0.4657
 164  66  147.00   41.00       -0.2984
 165  66  149.00   41.00       -0.1310
 166  66  151.00   41.00       -0.0539
 167  66  153.00   41.00       -0.1884
 168  66  155.00   41.00       -0.3228
 169  66  157.00   41.00       -0.5764
 170  66  159.00   41.00       -0.6720
 171  66  161.00   41.00       -0.7677
 172  66  163.00   41.00       -0.8491
 173  66  165.00   41.00       -0.8526
 174  66  167.00   41.00       -0.8561
 175  66  169.00   41.00       -0.8048
 176  66  171.00   41.00       -0.7928
 177  66  173.00   41.00       -0.7808
 178  66  175.00   41.00       -0.7435
 179  66  177.00   41.00       -0.7155
 180  66  179.00   41.00       -0.6874
   1  67 -179.00   43.00       -1.0707
   2  67 -177.00   43.00       -1.1095
   3  67 -175.00   43.00       -1.1483
   4  67 -173.00   43.00       -1.1900
   5  67 -171.00   43.00       -1.2070
   6  67 -169.00   43.00       -1.2241
   7  67 -167.00   43.00       -1.2528
   8  67 -165.00   43.00       -1.2909
   9  67 -163.00   43.00       -1.3289
  10  67 -161.00   43.00       -1.4470
  11  67 -159.00   43.00       -1.5056
  12  67 -157.00   43.00       -1.5642
  13  67 -155.00   43.00       -1.5704
  14  67 -153.00   43.00       -1.4971
  15  67 -151.00   43.00       -1.4238
  16  67 -149.00   43.00       -1.2150
  17  67 -147.00   43.00       -1.1056
  18  67 -145.00   43.00       -0.9962
  19  67 -143.00   43.00       -0.7930
  20  67 -141.00   43.00       -0.6498
  21  67 -139.00   43.00       -0.5066
  22  67 -137.00   43.00       -0.2496
  23  67 -135.00   43.00       -0.1634
  24  67 -133.00   43.00       -0.0773
  25  67 -131.00   43.00       -0.0475
  26  67 -129.00   43.00       -0.1220
  27  67 -127.00   43.00       -0.1964
  28  67 -125.00   43.00        0.7126
  29  67 -123.00   43.00        0.7362
  30  67 -121.00   43.00        0.7598
  31  67 -119.00   43.00        0.8117
  32  67 -117.00   43.00        0.8381
  33  67 -115.00   43.00        0.8644
  34  67 -113.00   43.00        0.9128
  35  67 -111.00   43.00        0.9314
  36  67 -109.00   43.00        0.9501
  37  67 -107.00   43.00        0.9402
  38  67 -105.00   43.00        0.9103
  39  67 -103.00   43.00        0.8803
  40  67 -101.00   43.00        0.8048
  41  67  -99.00   43.00        0.7616
  42  67  -97.00   43.00        0.7185
  43  67  -95.00   43.00        0.6241
  44  67  -93.00   43.00        0.5717
  45  67  -91.00   43.00        0.5193
  46  67  -89.00   43.00        0.4028
  47  67  -87.00   43.00        0.3435
  48  67  -85.00   43.00        0.2842
  49  67  -83.00   43.00        0.1966
  50  67  -81.00   43.00        0.1758
  51  67  -79.00   43.00        0.1550
  52  67  -77.00   43.00        0.1402
  53  67  -75.00   43.00        0.1404
  54  67  -73.00   43.00        0.1406
  55  67  -71.00   43.00        0.1501
  56  67  -69.00   43.00       -0.0609
  57  67  -67.00   43.00       -0.2719
  58  67  -65.00   43.00        0.1426
  59  67  -63.00   43.00        0.0635
  60  67  -61.00   43.00       -0.0156
  61  67  -59.00   43.00        0.1287
  62  67  -57.00   43.00        0.1963
  63  67  -55.00   43.00        0.2639
  64  67  -53.00   43.00        0.4358
  65  67  -51.00   43.00        0.4992
  66  67  -49.00   43.00        0.5625
  67  67  -47.00   43.00        0.5107
  68  67  -45.00   43.00        0.4470
  69  67  -43.00   43.00        0.3833
  70  67  -41.00   43.00        0.3574
  71  67  -39.00   43.00        0.2800
  72  67  -37.00   43.00        0.2026
  73  67  -35.00   43.00        0.1887
  74  67  -33.00   43.00        0.2002
  75  67  -31.00   43.00        0.2116
  76  67  -29.00   43.00        0.1890
  77  67  -27.00   43.00        0.1673
  78  67  -25.00   43.00        0.1455
  79  67  -23.00   43.00        0.1699
  80  67  -21.00   43.00        0.1882
  81  67  -19.00   43.00        0.2065
  82  67  -17.00   43.00        0.2275
  83  67  -15.00   43.00        0.2302
  84  67  -13.00   43.00        0.2329
  85  67  -11.00   43.00        0.2143
  86  67   -9.00   43.00        0.3618
  87  67   -7.00   43.00        0.5094
  88  67   -5.00   43.00        0.5513
  89  67   -3.00   43.00        0.5849
  90  67   -1.00   43.00        0.6185
  91  67    1.00   43.00        0.6865
  92  67    3.00   43.00        0.7046
  93  67    5.00   43.00        0.7227
  94  67    7.00   43.00        0.7303
  95  67    9.00   43.00        0.7007
  96  67   11.00   43.00        0.6711
  97  67   13.00   43.00        0.5739
  98  67   15.00   43.00        0.5045
  99  67   17.00   43.00        0.4352
 100  67   19.00   43.00        0.2888
 101  67   21.00   43.00        0.2214
 102  67   23.00   43.00        0.1540
 103  67   25.00   43.00        0.0387
 104  67   27.00   43.00       -0.0130
 105  67   29.00   43.00       -0.0646
 106  67   31.00   43.00       -0.2674
 107  67   33.00   43.00       -0.3192
 108  67   35.00   43.00       -0.3710
 109  67   37.00   43.00       -0.4779
 110  67   39.00   43.00       -0.4101
 111  67   41.00   43.00       -0.3422
 112  67   43.00   43.00       -0.3741
 113  67   45.00   43.00       -0.3633
 114  67   47.00   43.00       -0.3526
 115  67   49.00   43.00       -0.2276
 116  67   51.00   43.00       -0.0762
 117  67   53.00   43.00        0.0751
 118  67   55.00   43.00        0.5452
 119  67   57.00   43.00        0.7280
 120  67   59.00   43.00        0.9109
 121  67   61.00   43.00        1.0653
 122  67   63.00   43.00        1.0982
 123  67   65.00   43.00        1.1310
 124  67   67.00   43.00        1.1189
 125  67   69.00   43.00        1.0680
 126  67   71.00   43.00        1.0170
 127  67   73.00   43.00        0.8545
 128  67   75.00   43.00        0.7717
 129  67   77.00   43.00        0.6889
 130  67   79.00   43.00        0.5564
 131  67   81.00   43.00        0.5091
 132  67   83.00   43.00        0.4619
 133  67   85.00   43.00        0.4168
 134  67   87.00   43.00        0.4105
 135  67   89.00   43.00        0.4043
 136  67   91.00   43.00        0.4091
 137  67   93.00   43.00        0.4169
 138  67   95.00   43.00        0.4247
 139  67   97.00   43.00        0.4387
 140  67   99.00   43.00        0.4348
 141  67  101.00   43.00        0.4309
 142  67  103.00   43.00        0.4171
 143  67  105.00   43.00        0.4207
 144  67  107.00   43.00        0.4244
 145  67  109.00   43.00        0.4516
 146  67  111.00   43.00        0.4792
 147  67  113.00   43.00        0.5068
 148  67  115.00   43.00        0.5754
 149  67  117.00   43.00        0.6037
 150  67  119.00   43.00        0.6319
 151  67  121.00   43.00        0.6559
 152  67  123.00   43.00        0.6599
 153  67  125.00   43.00        0.6638
 154  67  127.00   43.00        0.5903
 155  67  129.00   43.00        0.4933
 156  67  131.00   43.00        0.3964
 157  67  133.00   43.00        0.1949
 158  67  135.00   43.00       -0.0352
 159  67  137.00   43.00       -0.2653
 160  67  139.00   43.00       -0.1134
 161  67  141.00   43.00       -0.1501
 162  67  143.00   43.00       -0.1868
 163  67  145.00   43.00       -0.2311
 164  67  147.00   43.00       -0.1905
 165  67  149.00   43.00       -0.1499
 166  67  151.00   43.00        0.0160
 167  67  153.00   43.00       -0.0053
 168  67  155.00   43.00       -0.0267
 169  67  157.00   43.00       -0.1841
 170  67  159.00   43.00       -0.3081
 171  67  161.00   43.00       -0.4321
 172  67  163.00   43.00       -0.6255
 173  67  165.00   43.00       -0.6851
 174  67  167.00   43.00       -0.7448
 175  67  169.00   43.00       -0.7555
 176  67  171.00   43.00       -0.7840
 177  67  173.00   43.00       -0.8125
 178  67  175.00   43.00       -0.8916
 179  67  177.00   43.00       -0.9403
 180  67  179.00   43.00       -0.9889
   1  68 -179.00   45.00       -1.1282
   2  68 -177.00   45.00       -1.1397
   3  68 -175.00   45.00       -1.1946
   4  68 -173.00   45.00       -1.2213
   5  68 -171.00   45.00       -1.2225
   6  68 -169.00   45.00       -1.2237
   7  68 -167.00   45.00       -1.2227
   8  68 -165.00   45.00       -1.2089
   9  68 -163.00   45.00       -1.2194
  10  68 -161.00   45.00       -1.3306
  11  68 -159.00   45.00       -1.3477
  12  68 -157.00   45.00       -1.3721
  13  68 -155.00   45.00       -1.3762
  14  68 -153.00   45.00       -1.2797
  15  68 -151.00   45.00       -1.1831
  16  68 -149.00   45.00       -1.0877
  17  68 -147.00   45.00       -0.9527
  18  68 -145.00   45.00       -0.9208
  19  68 -143.00   45.00       -0.6993
  20  68 -141.00   45.00       -0.6574
  21  68 -139.00   45.00       -0.4319
  22  68 -137.00   45.00       -0.2952
  23  68 -135.00   45.00       -0.1864
  24  68 -133.00   45.00       -0.0775
  25  68 -131.00   45.00       -0.0690
  26  68 -129.00   45.00       -0.0926
  27  68 -127.00   45.00       -0.1145
  28  68 -125.00   45.00        0.7395
  29  68 -123.00   45.00        0.7466
  30  68 -121.00   45.00        0.8172
  31  68 -119.00   45.00        0.8540
  32  68 -117.00   45.00        0.9094
  33  68 -115.00   45.00        0.9649
  34  68 -113.00   45.00        1.0004
  35  68 -111.00   45.00        1.0685
  36  68 -109.00   45.00        1.0742
  37  68 -107.00   45.00        1.0870
  38  68 -105.00   45.00        1.0782
  39  68 -103.00   45.00        1.0106
  40  68 -101.00   45.00        0.9686
  41  68  -99.00   45.00        0.8960
  42  68  -97.00   45.00        0.8235
  43  68  -95.00   45.00        0.7609
  44  68  -93.00   45.00        0.6416
  45  68  -91.00   45.00        0.6262
  46  68  -89.00   45.00        0.4565
  47  68  -87.00   45.00        0.4390
  48  68  -85.00   45.00        0.3256
  49  68  -83.00   45.00        0.2678
  50  68  -81.00   45.00        0.2319
  51  68  -79.00   45.00        0.1959
  52  68  -77.00   45.00        0.1874
  53  68  -75.00   45.00        0.1750
  54  68  -73.00   45.00        0.1750
  55  68  -71.00   45.00        0.1738
  56  68  -69.00   45.00        0.1122
  57  68  -67.00   45.00        0.0457
  58  68  -65.00   45.00        0.1697
  59  68  -63.00   45.00        0.1340
  60  68  -61.00   45.00        0.0982
  61  68  -59.00   45.00        0.1809
  62  68  -57.00   45.00        0.3233
  63  68  -55.00   45.00        0.3429
  64  68  -53.00   45.00        0.4569
  65  68  -51.00   45.00        0.4751
  66  68  -49.00   45.00        0.4322
  67  68  -47.00   45.00        0.3958
  68  68  -45.00   45.00        0.3017
  69  68  -43.00   45.00        0.2075
  70  68  -41.00   45.00        0.1754
  71  68  -39.00   45.00        0.0770
  72  68  -37.00   45.00        0.0539
  73  68  -35.00   45.00        0.0786
  74  68  -33.00   45.00        0.0822
  75  68  -31.00   45.00        0.1065
  76  68  -29.00   45.00        0.1069
  77  68  -27.00   45.00        0.0773
  78  68  -25.00   45.00        0.0478
  79  68  -23.00   45.00        0.0621
  80  68  -21.00   45.00        0.0885
  81  68  -19.00   45.00        0.0940
  82  68  -17.00   45.00        0.3467
  83  68  -15.00   45.00        0.3477
  84  68  -13.00   45.00        0.2073
  85  68  -11.00   45.00        0.1550
  86  68   -9.00   45.00        0.1932
  87  68   -7.00   45.00        0.2313
  88  68   -5.00   45.00        0.2592
  89  68   -3.00   45.00        0.3157
  90  68   -1.00   45.00        0.3255
  91  68    1.00   45.00        0.6959
  92  68    3.00   45.00        0.7027
  93  68    5.00   45.00        0.7289
  94  68    7.00   45.00        0.7343
  95  68    9.00   45.00        0.7004
  96  68   11.00   45.00        0.6664
  97  68   13.00   45.00        0.6156
  98  68   15.00   45.00        0.5275
  99  68   17.00   45.00        0.5074
 100  68   19.00   45.00        0.3368
 101  68   21.00   45.00        0.3171
 102  68   23.00   45.00        0.1930
 103  68   25.00   45.00        0.1243
 104  68   27.00   45.00        0.0448
 105  68   29.00   45.00       -0.0347
 106  68   31.00   45.00       -0.1230
 107  68   33.00   45.00       -0.2211
 108  68   35.00   45.00       -0.2364
 109  68   37.00   45.00       -0.3391
 110  68   39.00   45.00       -0.3182
 111  68   41.00   45.00       -0.3194
 112  68   43.00   45.00       -0.3360
 113  68   45.00   45.00       -0.3001
 114  68   47.00   45.00       -0.2642
 115  68   49.00   45.00       -0.1690
 116  68   51.00   45.00        0.0499
 117  68   53.00   45.00        0.0942
 118  68   55.00   45.00        0.6252
 119  68   57.00   45.00        0.6783
 120  68   59.00   45.00        0.8993
 121  68   61.00   45.00        1.0008
 122  68   63.00   45.00        1.0588
 123  68   65.00   45.00        1.1169
 124  68   67.00   45.00        1.1028
 125  68   69.00   45.00        1.0551
 126  68   71.00   45.00        1.0402
 127  68   73.00   45.00        0.8374
 128  68   75.00   45.00        0.8132
 129  68   77.00   45.00        0.6685
 130  68   79.00   45.00        0.5896
 131  68   81.00   45.00        0.5251
 132  68   83.00   45.00        0.4607
 133  68   85.00   45.00        0.4382
 134  68   87.00   45.00        0.4085
 135  68   89.00   45.00        0.4066
 136  68   91.00   45.00        0.4092
 137  68   93.00   45.00        0.4115
 138  68   95.00   45.00        0.4267
 139  68   97.00   45.00        0.4354
 140  68   99.00   45.00        0.4449
 141  68  101.00   45.00        0.4544
 142  68  103.00   45.00        0.4557
 143  68  105.00   45.00        0.4716
 144  68  107.00   45.00        0.4728
 145  68  109.00   45.00        0.5262
 146  68  111.00   45.00        0.5343
 147  68  113.00   45.00        0.5960
 148  68  115.00   45.00        0.6340
 149  68  117.00   45.00        0.6761
 150  68  119.00   45.00        0.7181
 151  68  121.00   45.00        0.7338
 152  68  123.00   45.00        0.7609
 153  68  125.00   45.00        0.7622
 154  68  127.00   45.00        0.7181
 155  68  129.00   45.00        0.6881
 156  68  131.00   45.00        0.5123
 157  68  133.00   45.00        0.4063
 158  68  135.00   45.00        0.2301
 159  68  137.00   45.00        0.0539
 160  68  139.00   45.00        0.0571
 161  68  141.00   45.00       -0.0775
 162  68  143.00   45.00       -0.0883
 163  68  145.00   45.00       -0.3300
 164  68  147.00   45.00       -0.3194
 165  68  149.00   45.00       -0.0910
 166  68  151.00   45.00        0.0311
 167  68  153.00   45.00        0.1265
 168  68  155.00   45.00        0.2218
 169  68  157.00   45.00        0.1536
 170  68  159.00   45.00        0.0476
 171  68  161.00   45.00        0.0109
 172  68  163.00   45.00       -0.3583
 173  68  165.00   45.00       -0.3763
 174  68  167.00   45.00       -0.5368
 175  68  169.00   45.00       -0.5881
 176  68  171.00   45.00       -0.6704
 177  68  173.00   45.00       -0.7527
 178  68  175.00   45.00       -0.8199
 179  68  177.00   45.00       -0.9633
 180  68  179.00   45.00       -0.9783
   1  69 -179.00   47.00       -0.9660
   2  69 -177.00   47.00       -0.9660
   3  69 -175.00   47.00       -1.0175
   4  69 -173.00   47.00       -1.0347
   5  69 -171.00   47.00       -1.0320
   6  69 -169.00   47.00       -1.0293
   7  69 -167.00   47.00       -1.0098
   8  69 -165.00   47.00       -0.9514
   9  69 -163.00   47.00       -0.9514
  10  69 -161.00   47.00       -0.9891
  11  69 -159.00   47.00       -0.9891
  12  69 -157.00   47.00       -0.9454
  13  69 -155.00   47.00       -0.9308
  14  69 -153.00   47.00       -0.8306
  15  69 -151.00   47.00       -0.7305
  16  69 -149.00   47.00       -0.7149
  17  69 -147.00   47.00       -0.6683
  18  69 -145.00   47.00       -0.6683
  19  69 -143.00   47.00       -0.5774
  20  69 -141.00   47.00       -0.5774
  21  69 -139.00   47.00       -0.3828
  22  69 -137.00   47.00       -0.3179
  23  69 -135.00   47.00       -0.2073
  24  69 -133.00   47.00       -0.0967
  25  69 -131.00   47.00       -0.0862
  26  69 -129.00   47.00       -0.0546
  27  69 -127.00   47.00       -0.0546
  28  69 -125.00   47.00        0.7912
  29  69 -123.00   47.00        0.7912
  30  69 -121.00   47.00        0.9015
  31  69 -119.00   47.00        0.9382
  32  69 -117.00   47.00        1.0214
  33  69 -115.00   47.00        1.1047
  34  69 -113.00   47.00        1.1417
  35  69 -111.00   47.00        1.2527
  36  69 -109.00   47.00        1.2527
  37  69 -107.00   47.00        1.3011
  38  69 -105.00   47.00        1.3011
  39  69 -103.00   47.00        1.2249
  40  69 -101.00   47.00        1.1995
  41  69  -99.00   47.00        1.0986
  42  69  -97.00   47.00        0.9978
  43  69  -95.00   47.00        0.9393
  44  69  -93.00   47.00        0.7639
  45  69  -91.00   47.00        0.7639
  46  69  -89.00   47.00        0.5471
  47  69  -87.00   47.00        0.5471
  48  69  -85.00   47.00        0.4000
  49  69  -83.00   47.00        0.3510
  50  69  -81.00   47.00        0.3000
  51  69  -79.00   47.00        0.2490
  52  69  -77.00   47.00        0.2400
  53  69  -75.00   47.00        0.2129
  54  69  -73.00   47.00        0.2129
  55  69  -71.00   47.00        0.1985
  56  69  -69.00   47.00        0.1985
  57  69  -67.00   47.00        0.1825
  58  69  -65.00   47.00        0.1772
  59  69  -63.00   47.00        0.1902
  60  69  -61.00   47.00        0.2033
  61  69  -59.00   47.00        0.1773
  62  69  -57.00   47.00        0.0993
  63  69  -55.00   47.00        0.0993
  64  69  -53.00   47.00        0.4387
  65  69  -51.00   47.00        0.4387
  66  69  -49.00   47.00        0.2525
  67  69  -47.00   47.00        0.1904
  68  69  -45.00   47.00        0.0883
  69  69  -43.00   47.00       -0.0137
  70  69  -41.00   47.00       -0.0440
  71  69  -39.00   47.00       -0.1348
  72  69  -37.00   47.00       -0.1348
  73  69  -35.00   47.00       -0.0613
  74  69  -33.00   47.00       -0.0613
  75  69  -31.00   47.00       -0.0226
  76  69  -29.00   47.00       -0.0098
  77  69  -27.00   47.00       -0.0434
  78  69  -25.00   47.00       -0.0771
  79  69  -23.00   47.00       -0.0725
  80  69  -21.00   47.00       -0.0588
  81  69  -19.00   47.00       -0.0588
  82  69  -17.00   47.00       -0.0124
  83  69  -15.00   47.00       -0.0124
  84  69  -13.00   47.00        0.0145
  85  69  -11.00   47.00        0.0234
  86  69   -9.00   47.00        0.0253
  87  69   -7.00   47.00        0.0272
  88  69   -5.00   47.00        0.1662
  89  69   -3.00   47.00        0.5831
  90  69   -1.00   47.00        0.5831
  91  69    1.00   47.00        0.7051
  92  69    3.00   47.00        0.7051
  93  69    5.00   47.00        0.7358
  94  69    7.00   47.00        0.7460
  95  69    9.00   47.00        0.7173
  96  69   11.00   47.00        0.6887
  97  69   13.00   47.00        0.6638
  98  69   15.00   47.00        0.5891
  99  69   17.00   47.00        0.5891
 100  69   19.00   47.00        0.4412
 101  69   21.00   47.00        0.4412
 102  69   23.00   47.00        0.3073
 103  69   25.00   47.00        0.2627
 104  69   27.00   47.00        0.1668
 105  69   29.00   47.00        0.0709
 106  69   31.00   47.00        0.0256
 107  69   33.00   47.00       -0.1102
 108  69   35.00   47.00       -0.1102
 109  69   37.00   47.00       -0.2293
 110  69   39.00   47.00       -0.2293
 111  69   41.00   47.00       -0.2299
 112  69   43.00   47.00       -0.2301
 113  69   45.00   47.00       -0.1565
 114  69   47.00   47.00       -0.0829
 115  69   49.00   47.00        0.0015
 116  69   51.00   47.00        0.2549
 117  69   53.00   47.00        0.2549
 118  69   55.00   47.00        0.6692
 119  69   57.00   47.00        0.6692
 120  69   59.00   47.00        0.8823
 121  69   61.00   47.00        0.9534
 122  69   63.00   47.00        1.0281
 123  69   65.00   47.00        1.1029
 124  69   67.00   47.00        1.0941
 125  69   69.00   47.00        1.0677
 126  69   71.00   47.00        1.0677
 127  69   73.00   47.00        0.8698
 128  69   75.00   47.00        0.8698
 129  69   77.00   47.00        0.7033
 130  69   79.00   47.00        0.6478
 131  69   81.00   47.00        0.5729
 132  69   83.00   47.00        0.4981
 133  69   85.00   47.00        0.4816
 134  69   87.00   47.00        0.4323
 135  69   89.00   47.00        0.4323
 136  69   91.00   47.00        0.4273
 137  69   93.00   47.00        0.4273
 138  69   95.00   47.00        0.4500
 139  69   97.00   47.00        0.4576
 140  69   99.00   47.00        0.4800
 141  69  101.00   47.00        0.5023
 142  69  103.00   47.00        0.5155
 143  69  105.00   47.00        0.5549
 144  69  107.00   47.00        0.5549
 145  69  109.00   47.00        0.6313
 146  69  111.00   47.00        0.6313
 147  69  113.00   47.00        0.7149
 148  69  115.00   47.00        0.7427
 149  69  117.00   47.00        0.7958
 150  69  119.00   47.00        0.8489
 151  69  121.00   47.00        0.8666
 152  69  123.00   47.00        0.9195
 153  69  125.00   47.00        0.9195
 154  69  127.00   47.00        0.9171
 155  69  129.00   47.00        0.9171
 156  69  131.00   47.00        0.7594
 157  69  133.00   47.00        0.7068
 158  69  135.00   47.00        0.5479
 159  69  137.00   47.00        0.3890
 160  69  139.00   47.00        0.3185
 161  69  141.00   47.00        0.1070
 162  69  143.00   47.00        0.1070
 163  69  145.00   47.00       -0.2356
 164  69  147.00   47.00       -0.2356
 165  69  149.00   47.00       -0.0959
 166  69  151.00   47.00       -0.0493
 167  69  153.00   47.00        0.2409
 168  69  155.00   47.00        0.5312
 169  69  157.00   47.00        0.5252
 170  69  159.00   47.00        0.5073
 171  69  161.00   47.00        0.5073
 172  69  163.00   47.00        0.0541
 173  69  165.00   47.00        0.0541
 174  69  167.00   47.00       -0.2312
 175  69  169.00   47.00       -0.3263
 176  69  171.00   47.00       -0.4462
 177  69  173.00   47.00       -0.5660
 178  69  175.00   47.00       -0.6259
 179  69  177.00   47.00       -0.8055
 180  69  179.00   47.00       -0.8055
   1  70 -179.00   49.00       -0.6722
   2  70 -177.00   49.00       -0.6722
   3  70 -175.00   49.00       -0.7155
   4  70 -173.00   49.00       -0.7300
   5  70 -171.00   49.00       -0.7416
   6  70 -169.00   49.00       -0.7533
   7  70 -167.00   49.00       -0.7349
   8  70 -165.00   49.00       -0.6799
   9  70 -163.00   49.00       -0.6799
  10  70 -161.00   49.00       -0.6316
  11  70 -159.00   49.00       -0.6316
  12  70 -157.00   49.00       -0.5476
  13  70 -155.00   49.00       -0.5195
  14  70 -153.00   49.00       -0.4360
  15  70 -151.00   49.00       -0.3525
  16  70 -149.00   49.00       -0.2921
  17  70 -147.00   49.00       -0.1109
  18  70 -145.00   49.00       -0.1109
  19  70 -143.00   49.00       -0.4712
  20  70 -141.00   49.00       -0.4712
  21  70 -139.00   49.00       -0.3509
  22  70 -137.00   49.00       -0.3108
  23  70 -135.00   49.00       -0.2115
  24  70 -133.00   49.00       -0.1122
  25  70 -131.00   49.00       -0.0446
  26  70 -129.00   49.00        0.1582
  27  70 -127.00   49.00        0.1582
  28  70 -125.00   49.00        0.8428
  29  70 -123.00   49.00        0.8428
  30  70 -121.00   49.00        0.9669
  31  70 -119.00   49.00        1.0082
  32  70 -117.00   49.00        1.1038
  33  70 -115.00   49.00        1.1994
  34  70 -113.00   49.00        1.2432
  35  70 -111.00   49.00        1.3747
  36  70 -109.00   49.00        1.3747
  37  70 -107.00   49.00        1.4378
  38  70 -105.00   49.00        1.4378
  39  70 -103.00   49.00        1.3579
  40  70 -101.00   49.00        1.3312
  41  70  -99.00   49.00        1.2192
  42  70  -97.00   49.00        1.1072
  43  70  -95.00   49.00        1.0439
  44  70  -93.00   49.00        0.8540
  45  70  -91.00   49.00        0.8540
  46  70  -89.00   49.00        0.6096
  47  70  -87.00   49.00        0.6096
  48  70  -85.00   49.00        0.4530
  49  70  -83.00   49.00        0.4008
  50  70  -81.00   49.00        0.3411
  51  70  -79.00   49.00        0.2814
  52  70  -77.00   49.00        0.2694
  53  70  -75.00   49.00        0.2334
  54  70  -73.00   49.00        0.2334
  55  70  -71.00   49.00        0.2037
  56  70  -69.00   49.00        0.2037
  57  70  -67.00   49.00        0.1789
  58  70  -65.00   49.00        0.1707
  59  70  -63.00   49.00        0.3332
  60  70  -61.00   49.00        0.4957
  61  70  -59.00   49.00        0.3895
  62  70  -57.00   49.00        0.0710
  63  70  -55.00   49.00        0.0710
  64  70  -53.00   49.00        0.4123
  65  70  -51.00   49.00        0.4123
  66  70  -49.00   49.00        0.1343
  67  70  -47.00   49.00        0.0416
  68  70  -45.00   49.00       -0.0382
  69  70  -43.00   49.00       -0.1181
  70  70  -41.00   49.00       -0.1428
  71  70  -39.00   49.00       -0.2171
  72  70  -37.00   49.00       -0.2171
  73  70  -35.00   49.00       -0.1176
  74  70  -33.00   49.00       -0.1176
  75  70  -31.00   49.00       -0.0776
  76  70  -29.00   49.00       -0.0642
  77  70  -27.00   49.00       -0.0986
  78  70  -25.00   49.00       -0.1329
  79  70  -23.00   49.00       -0.1337
  80  70  -21.00   49.00       -0.1362
  81  70  -19.00   49.00       -0.1362
  82  70  -17.00   49.00       -0.1297
  83  70  -15.00   49.00       -0.1297
  84  70  -13.00   49.00       -0.0951
  85  70  -11.00   49.00       -0.0836
  86  70   -9.00   49.00       -0.0695
  87  70   -7.00   49.00       -0.0554
  88  70   -5.00   49.00        0.1065
  89  70   -3.00   49.00        0.5925
  90  70   -1.00   49.00        0.5925
  91  70    1.00   49.00        0.7117
  92  70    3.00   49.00        0.7117
  93  70    5.00   49.00        0.7453
  94  70    7.00   49.00        0.7565
  95  70    9.00   49.00        0.7365
  96  70   11.00   49.00        0.7165
  97  70   13.00   49.00        0.6974
  98  70   15.00   49.00        0.6399
  99  70   17.00   49.00        0.6399
 100  70   19.00   49.00        0.5256
 101  70   21.00   49.00        0.5256
 102  70   23.00   49.00        0.4165
 103  70   25.00   49.00        0.3802
 104  70   27.00   49.00        0.2922
 105  70   29.00   49.00        0.2042
 106  70   31.00   49.00        0.1590
 107  70   33.00   49.00        0.0233
 108  70   35.00   49.00        0.0233
 109  70   37.00   49.00       -0.0962
 110  70   39.00   49.00       -0.0962
 111  70   41.00   49.00       -0.0670
 112  70   43.00   49.00       -0.0573
 113  70   45.00   49.00        0.0334
 114  70   47.00   49.00        0.1241
 115  70   49.00   49.00        0.1991
 116  70   51.00   49.00        0.4240
 117  70   53.00   49.00        0.4240
 118  70   55.00   49.00        0.7331
 119  70   57.00   49.00        0.7331
 120  70   59.00   49.00        0.9118
 121  70   61.00   49.00        0.9714
 122  70   63.00   49.00        1.0455
 123  70   65.00   49.00        1.1196
